country,code,year,region,incgroup,kyoto,co2_pc,co2_gdp,ghse,gdp_pc,gdp_g,gdp_g5,unem,gobexp,hmcd,lendborr,fiscrev,expfuel,tourism,daysbus,imp,exp,tradebal,urbanpop,denspop,minexp,lifexp,school,elec_pc,pop,pop_g,inf,rir,capform,ind_work,savings,cer_yield,agr_prod,fert_cons,forest,energy_gdp,surface,elect_rnw,natrent,minrent,gasrent,forrent,coalrent,energy_pc,fossil_use,agr_va,agr_emp,pol_syst,pol_or,pol_dem,cci,ind_va,serv_emp,oilrent,gasrent,impfuel
Kenya,KEN,2007,Sub-Saharan Africa,Lower middle income,1,0.25399794,0.078850661,53054.236,3221.253139,6.850729771,0.54685953,2.690000057,,2.846230245,,,4.263711197,21.43594302,45,31.97579751,21.91899129,-10.05680622,22.42,68.00775205,2.826777951,57.463,102.3654938,139.4359914,38705932,2.768559996,9.75888023,4.819090789,20.45697839,6.289999962,16.73740953,1594,83.29,36.39528302,6.535817198,7.826120143,580370,71.60055564,5.093724892,0.019480472,0,5.07424442,0,139.4359914,83.46345445,20.58666446,56.75999832,Presidential,NA,7,-0.9709478,19.30216808,32.74000168,0,0,21.3306144
Kyrgyz Republic,KGZ,2007,Europe & Central Asia,Lower middle income,1,1.258434439,0.326217558,11464.2627,3857.653908,8.542874743,-0.017324619,8.100000381,,8.024096981,,,11.71612034,19.38093745,21,84.14540898,52.91297886,-31.23243012,35.287,27.46819604,3.567054029,67.89512195,98.80465698,1456.229595,5268400,0.953586964,10.23010327,7.261727052,26.64299703,20.28000069,21.14798007,2774.2,85.32,22.4546875,6.334963504,9.030435924,199950,85.87997303,3.81023021,3.30458643,0.058832734,0.023498609,0.146167056,1456.229595,79.84503241,26.88021018,43.24000168,,NA,3,-1.31999,16.68229999,45.24000168,0.367904583,0.038980247,30.63480812
Cambodia,KHM,2007,East Asia & Pacific,Lower middle income,1,0.253313204,0.100845283,197112.044,2511.899371,10.21257391,6.578939503,1.25999999,8.201153409,2.872816888,-0.804518994,9.696979265,,24.975179,86,72.94217882,65.32596805,-7.616210768,19.413,77.4980852,0.121352039,64.697,127.8486023,100.5850747,13679962,1.489499886,7.66839343,,21.19729133,14.72000027,19.96709458,2160.6,64.33,10.15840541,60.31475753,4.564319609,181040,4.557640751,3.410502631,0,0,3.410502631,0,100.5850747,40.39391606,29.69654194,65.98999786,Assembly-Elected President,Right,2,-1.145038,24.94428584,27.14999962,0,0,8.352544066
Kiribati,KIR,2007,East Asia & Pacific,Lower middle income,1,0.607829934,0.289607344,51.375821,2098.807043,2.034947265,3.787462687,,,,,,0.000246463,,31,87.63572492,16.72437498,-70.91134993,44.866,119.1691358,0.661359491,64.953,105.6639175,,96527,2.288568473,3.592521313,,,,,,95.79,,1.456790123,4.705031687,810,0,0.045014657,0,0,0.045014657,0,0,45.78371761,23.16531699,,,NA,,0.0995177,10.49912965,,0,0,24.92893386
St. Kitts and Nevis,KNA,2007,Latin America & Caribbean,High income,0,4.529150704,0.188424585,0,24036.94136,0.600605778,1.367715073,,20.3550105,33.49452574,-2.461362442,21.63213001,0,53.64335179,19,,,,31.744,183.7269231,0.079421251,,107.1527786,,47769,0.916916689,4.480886086,2.777489187,,,,,86.3,12.53132832,42.30769231,2.723043113,260,0,0,0,0,0,0,0,64.58463741,1.1552494,,,NA,,0.8882463,23.23448339,,0,0,6.864641698
"Korea, Rep.",KOR,2007,East Asia & Pacific,High income,1,10.18156704,0.321306323,575558.3818,31688.0382,5.799548415,7.725142675,3.200000048,18.02111723,0.877740823,2.07497016,14.8173827,6.630537629,2.037137414,17,36.4823456,37.39217969,0.909834093,81.631,502.3074494,2.473359291,79.1195122,102.9203796,8462.206543,48683638,0.505234033,2.534846871,4.034859563,33.09748305,25.79000092,33.53851155,5786.9,105.88,406.2499937,66.17519604,6.822622321,99720,1.069956915,0.020712712,0.007673185,0,0.012140435,0.005451289,8462.206543,34.16251574,2.283409085,8.81000042,Assembly-Elected President,Right,8,0.6020547,33.45375008,66.91000366,0.001809738,0.002443428,27.04368993
Kuwait,KWT,2007,Middle East & North Africa,High income,1,30.0460336,0.397534161,86228.4561,75581.01051,5.991575511,3.014283152,1.5,,2.356205567,,,96.3029618,0.729074716,35.4,28.31746499,63.4150384,35.0975734,100,140.5173401,0.204697305,73.807,104.6261292,17093.32078,2504019,5.345891786,5.484949833,4.054288247,20.45665212,23.29999924,51.6621636,10253.4,68.4,294.3752212,0.327160494,4.534530935,17820,0,40.30778535,0,0.435440029,0.000416082,0,17093.32078,,0.213317127,2.589999914,Presidential,NA,-7,0.3705859,0,74.12000275,50.90908846,0.567076735,0.563366749
Lao PDR,LAO,2007,East Asia & Pacific,Lower middle income,1,0.315815042,0.077924385,70977.957,4052.839683,7.596828801,5.918743682,0.99000001,,,,,,15.82234201,86,45.59831582,33.61431308,-11.98400274,28.316,25.75800693,,62.731,116.2463303,,5944948,1.677145842,4.661972695,19.60354616,32.31224303,6.929999828,19.83222291,3116.7,50.5,,74.02881282,3.523144725,236800,100,6.467637168,0.716757913,0,5.687154809,0.419797078,0,67.88343297,25.78814868,79.37000275,Parliamentary,NA,-7,-1.269775,25.39302052,18.02000046,0,0,0
Lebanon,LBN,2007,Middle East & North Africa,Upper middle income,1,2.823701625,0.180941867,15102.0736,15605.57362,9.310622524,3.423149827,8.979999542,31.57110631,,-11.24759737,14.94411917,0.217321453,35.48699091,53,60.82619096,37.141517,-23.68467396,86.901,466.0160313,14.00188631,77.609,,2396.722368,4767344,0.159356026,,6.906533194,24.28208962,25.03000069,14.32011108,2372,104.69,173.0084203,13.45053763,3.256309249,10450,4.860822601,0.00160304,0,0,0.00160304,0,2396.722368,,4.892766618,17.69000053,Presidential,Right,,-0.8884739,15.50987735,59.09999847,0,0,22.13689937
Liberia,LBR,2007,Sub-Saharan Africa,Low income,1,0.186426514,0.139810565,2847.6082,1333.422223,9.535279869,3.763018282,2.130000114,,2.888578014,,,,24.15317392,69,236.3909687,74.96314639,-161.4278223,46.742,35.94176703,,57.365,,,3461911,3.908540976,11.39189668,2.703599751,19.45388201,10.78999996,-79.15277413,833.3,99.52,,83.16881229,28.49988896,111370,0,34.21080424,0.005175527,0,34.20562871,0,0,90.9317823,65.59815004,51.90999985,Presidential,Left,6,-0.4577956,7.929315368,40.11000061,0,0,0
Libya,LBY,2007,Middle East & North Africa,Upper middle income,1,8.361671805,0.382560402,71090.5683,21857.12837,6.352316994,-0.958849381,18.60000038,,,,,96.62472329,0.210470369,,29.52513901,72.69901227,43.17387326,77.437,3.395652841,0.007190807,72.155,,3792.77119,5974787,1.482366166,6.25098783,-4.521853726,26.10140065,29.05999947,62.32437904,620,89.17,30.44354857,0.123327688,4.093714243,1759540,0,49.51507114,0,0.43654175,0.059311774,0,3792.77119,98.89622235,2.180747484,24.88999939,Presidential,Left,-7,-1.045788,80.01665767,48.54000092,60.24262496,1.306632854,1.091668678
St. Lucia,LCA,2007,Latin America & Caribbean,Upper middle income,1,2.296810408,0.162419964,512.25312,14141.18281,1.691618574,0.416450493,14,13.37190913,17.29856124,0.388275724,18.26911895,0.00988461,66.06486613,20,,,,21.084,274.8180328,3.160427079,74.426,100.5615234,,167639,1.356095492,2.823103737,6.304614312,,18.70999908,,,157.12,,34.16721311,3.017774732,620,0,0.009552621,0,0,0.009552621,0,0,97.16701666,2.914587792,19.79999924,,NA,,1.064785,13.33867027,64.76000214,0,0,21.25866401
Liechtenstein,LIE,2007,Europe & Central Asia,High income,1,1.978391118,,,,3.325963509,-0.993919947,,,,,,,,,,,,14.629,220.10625,,81.29512195,107.1121674,,35217,0.703836949,,,,,,,99.98,,41.87125,,160,95.02074689,0.008829964,0,,0.008829964,,,16.15127411,0,,,NA,,1.093163,0,,NA,NA,0
Sri Lanka,LKA,2007,South Asia,Lower middle income,1,0.622623506,0.079160123,27768.839,7865.368073,6.796826119,3.964675686,5.96999979,20.04670427,,-6.520825509,14.22160859,0.028339574,7.966096294,42,39.49151197,29.11499969,-10.37651229,18.272,316.4095679,2.101936898,75.037,98.28852081,420.3196001,19842044,0.738897291,15.84211149,2.6732136,27.95214336,25.25,23.88728424,3282.6,78.53,288.525,33.84563865,2.666630398,65610,40.06665993,0.196684505,0,0,0.196684505,0,420.3196001,97.07304487,11.68316433,39.15000153,Parliamentary,Left,6,-0.1529482,29.91981978,39.49000168,0,0,23.54501499
Lesotho,LSO,2007,Sub-Saharan Africa,Lower middle income,1,1.044591584,0.502840051,4439.4282,2077.383419,4.832963734,0.723835961,28.64999962,40.63511964,45.04445561,10.35868838,38.53178082,,,73,109.5762968,52.18955349,-57.38674335,23.304,65.44538867,,42.854,125.2277679,,1986922,-0.151727736,8.01243669,20.61392601,23.77094791,13.60000038,31.36354367,609.1,92.87,,1.137022398,12.78250387,30360,100,5.468173675,0,0,5.468173675,0,0,88.18304312,5.284879346,56.20999908,Presidential,Right,8,-0.0688466,39.24606213,33.36999893,0,0,0
Lithuania,LTU,2007,Europe & Central Asia,High income,1,4.693696086,0.181098536,25791.099,25917.91287,11.10748014,6.751414576,4.25,31.34540124,8.499581465,-0.493895138,20.36935435,13.326572,,26,64.7461763,51.64121163,-13.10496467,66.777,51.55223357,2.048461529,70.9,101.1044464,3564.206785,3231294,-1.187947957,5.737173828,,32.30990742,30.54999924,17.58882892,3037,57.58,99.69492264,33.9023612,5.466948489,65300,4.31328879,0.693253477,0,0,0.495037512,0,3564.206785,90.32654003,3.475410668,18.70999908,,NA,10,0.1301493,29.6173077,58.13000107,0.108570443,0,16.20739057
Luxembourg,LUX,2007,Europe & Central Asia,High income,1,22.95728271,0.199185113,13072.4388,115256.0167,8.354554069,3.819469333,4.070000172,34.45878978,1.473941763,4.034253757,24.67811085,0.772267075,5.315346178,24,149.6168482,182.8880011,33.27115285,87.409,197.5279835,6.767150349,79.38292683,101.5227814,16352.3218,479993,1.544386847,2.312458618,,19.20872207,16.92000008,45.74959771,5678,107.49,276.4098361,36.25514403,3.79838194,2590,8.278662918,0.015122494,0,0,0.015122494,0,16352.3218,98.41011895,0.408863949,2.720000029,Parliamentary,Right,10,1.971466,14.86945636,81.23000336,0,0,8.839546298
Latvia,LVA,2007,Europe & Central Asia,High income,1,3.779785259,0.148956215,14416.1433,25375.14308,10.02709965,7.082788433,6.050000191,36.08555216,4.276441946,0.187446686,21.64386531,3.65843402,7.251718505,16,57.40313153,38.32263579,-19.08049574,67.9,35.37727507,3.504151588,71.0195122,104.2133636,3169.077295,2200325,-0.816175507,10.09297758,,41.89186882,28.62999916,20.96762581,2176,70.68,67.72474747,53.58518233,4.229568421,64559,59.27478516,1.752076428,0,0,1.752076428,0,3169.077295,83.48271492,3.284691224,14.23999977,,NA,8,0.352404,21.61581135,61.18999863,0,0,10.74959842
"Macao SAR, China",MAC,2007,East Asia & Pacific,High income,1,2.703853831,0.028296768,,95553.44952,14.44762729,8.947125877,3.200000048,10.1283295,1.189286904,16.46564076,25.60047511,0,76.9840244,,52.06877366,79.31022784,27.24145418,100,17277.77397,3.208954198,81.981,99.993927,,504511,2.146109152,5.570507914,-0.930604831,36.74600698,18.02000046,58.51863683,,96.92,,,0.724593148,29.2,0,0.00167601,0,0,0.00167601,0,0,98.8877292,0,0.400000006,,NA,,0.454558,13.85922297,81.58999634,0,0,11.38764676
St. Martin (French part),MAF,2007,Latin America & Caribbean,High income,1,,,,,,,,,,,,,,,,,,,664.2830882,,78.22195122,,,36137,2.522060429,,,,,,,,,18.38235294,,54.4,0,,,,,,,16.64351131,,,,NA,,,0,,NA,NA,0
Morocco,MAR,2007,Middle East & North Africa,Lower middle income,0,1.613007427,0.279474249,73113.44,5689.633929,3.531594152,3.121449656,9.56000042,25.66497666,1.65898304,-0.125775022,23.90540285,3.814175337,34.68547498,12,43.91549426,34.57168008,-9.343814186,56.317,69.82673762,10.34491225,73.009,107.7491074,717.2774531,31163673,1.158636566,2.042085127,,33.88537983,20.55999947,34.05157373,1432.9,68.7,58.82951023,12.60174994,3.525997168,446550,6.000904659,0.629960469,0.427449779,0.001971467,0.197001396,0,717.2774531,70.29172582,10.86312603,43.90000153,Presidential,NA,-6,-0.3449084,24.66603864,36.70000076,0.01491555,0.004087476,19.99407627
Monaco,MCO,2007,Europe & Central Asia,High income,1,,,,,14.42889902,1.026495079,,,,,,,,,,,,100,17032.56043,,,,,34525,0.975049564,,,,,,,,,,,74.92,0,0,0,,0,,,32.96813121,,,,NA,,,0,,NA,NA,0
Moldova,MDA,2007,Europe & Central Asia,Lower middle income,1,1.628400075,0.207554001,12163.9801,7845.669401,3.00000024,7.799999641,5.070000172,32.40950777,5.254073178,-0.336889388,20.56653565,0.238023798,13.11982583,23,97.14006551,45.58047352,-51.55959199,42.713,100.0253768,8.85054927,68.302,94.41767883,2485.184078,2873429,-0.23171896,12.36716684,2.516018796,38.10555493,18.73999977,21.931854,2353.5,69.53,11.02250274,11.11188811,10.90799714,33850,6.383338977,0.260696875,0,0.000381359,0.236771216,0,2485.184078,0,9.982970241,43,,NA,9,-0.6594599,19.44239191,48.5,0.051165661,0.000215256,21.00829823
Madagascar,MDG,2007,Sub-Saharan Africa,Low income,1,0.093403772,0.05695762,134284.869,1639.881934,5.710564197,-12.4079711,3.059999943,9.678774667,,-2.295104396,9.848061325,4.691938993,17.5325747,12,38.90652822,27.79620714,-11.11032107,30.043,33.41735736,3.29266189,62.079,139.2367706,,19433530,2.888251621,10.28796632,27.1897603,26.51793134,4.260000229,19.26248311,2201.7,92.51,3.210956667,21.8430151,5.148810421,587040,58.84979913,5.218665482,0,0,5.218665482,0,0,0,28.06701329,77.98000336,Presidential,Left,7,-0.1902263,10.86379191,16.98999977,0,0,16.61188689
Maldives,MDV,2007,South Asia,Upper middle income,1,2.3303796,0.14269716,0,16330.94595,7.713867271,7.268386313,8.470000267,27.43054749,0.895062833,-3.15362859,12.14744951,,,9,,,,35.2,1117.23,1.9734294,74.621,113.1671982,,335169,2.31865226,,0.12489469,,18.15999985,,1502.4,134.98,87.33333333,2.733333333,3.287738374,300,0,0.005158485,0,0,0.005158485,0,0,81.81923465,6.165355611,17.79000092,Presidential,NA,,-0.8566247,8.74551359,66.41999817,0,0,18.55075822
Mexico,MEX,2007,Latin America & Caribbean,Upper middle income,1,4.401555404,0.23762188,646318.66,18523.35907,2.291445714,-0.039844481,3.630000114,,8.122157319,,,15.67108314,4.849408564,,29.26804349,27.52723589,-1.740807602,76.92,56.15911006,2.730475892,75.255,108.7997131,2047.531118,109170502,1.486064475,3.966849055,1.674815923,23.11880995,26.20000076,23.6546063,2964,84.86,75.04081806,34.65867023,4.235196027,1964380,14.09044302,3.546823953,0.049489091,0.088951843,0.067649621,0.034300179,2047.531118,100,3.181714703,16.17000008,Presidential,Left,8,-0.2726447,33.83513749,60,5.094166083,0.157484715,6.880621174
Marshall Islands,MHL,2007,East Asia & Pacific,Upper middle income,0,2.224367094,0.616940564,0,3605.48037,2.769118673,3.741465386,,,,,,,11.90077588,17,86.58046354,26.43877295,-60.14169059,72.126,311.3944444,,,104.5963821,,56051,0.507969398,,,25.36186207,,23.34683143,,101,,52.22222222,7.462493555,180,0,0,0,,0,,,72.21790942,7.182460103,,,NA,,-0.6098314,13.32992385,,NA,NA,0
North Macedonia,MKD,2007,Europe & Central Asia,Upper middle income,0,4.596564099,0.370129874,12465.444,12418.78709,6.473486858,1.493665472,34.93000031,29.29559725,2.03349653,0.252332751,19.07483022,4.920505014,6.063458462,28,61.97635221,44.11661379,-17.85973842,57.264,81.86389219,4.603561575,74.19,92.18058014,3621.528924,2065426,0.111176871,2.251757983,5.650167967,23.71268662,31.32999992,18.50283437,2422.3,80.46,67.12296984,38.0327388,5.854741073,25710,15.54324408,0.867787755,0.528511995,0,0.183021002,0.685500617,3621.528924,,8.932416885,22.04000092,,NA,9,-0.3590621,20.58092355,50.41999817,0,0,18.73659059
Mali,MLI,2007,Sub-Saharan Africa,Low income,1,0.095090021,0.047889284,74744.398,1985.622118,3.493616813,3.106308252,11.71000004,13.04828609,,-4.147070117,13.05597059,0.471951893,11.74419876,25,32.49763509,24.15211115,-8.345523944,33.612,11.1879822,0.193358257,53.553,79.28751373,,13651464,3.337406268,1.412002017,0.188054616,23.87413706,8.229999542,17.40865705,981.4,58.23,13.52644112,10.89666363,3.178734063,1240190,46.69978708,6.771677913,2.731064199,0,4.040613713,0,0,92.60099912,31.35287468,70.98999786,Presidential,NA,7,-0.425326,23.75802422,22.04999924,0,0,22.19514935
Malta,MLT,2007,Middle East & North Africa,High income,1,6.698844917,0.216566729,3227.64269,30932.01318,4.774705802,2.565263684,6.46999979,92.38489545,0.980743109,-4.926208544,62.50279458,2.274993776,11.47937962,,133.0727454,129.2443126,-3.828432798,93.857,1271.0125,0.488217525,79.79268293,100.8962936,4873.083467,406724,0.348755082,1.249219238,3.866032634,23.55801789,26.31999969,18.51537236,4013.6,99.41,110.75,1.09375,3.344030041,320,0,0,0,0,0,0,4873.083467,,1.830221564,2.460000038,Parliamentary,Left,,1.023427,18.26320643,71.87000275,0,0,11.739559
Myanmar,MMR,2007,East Asia & Pacific,Lower middle income,1,0.259460989,0.108631589,349940.751,2388.448813,11.99143524,12.02551343,0.720000029,,1.509426996,,,,1.690680066,,0.079505958,0.138180683,0.058674725,28.319,75.92954309,,62.294,97.87497711,89.45723601,49621475,0.647832474,35.02459707,-2.20053801,,15.90999985,,3236.8,96.34,15.77290347,49.68345728,4.72105407,676590,56.55571183,12.21975036,0.005140536,3.249781211,7.835705142,0.102703139,89.45723601,99.0961876,43.32276601,57.83000183,Assembly-Elected President,Left,-8,-1.625108,20.40912967,29.38999939,1.855196995,3.90752782,0
Montenegro,MNE,2007,Europe & Central Asia,Upper middle income,1,3.3402671,0.204921895,0,16300.19621,6.810150491,1.90393392,19.39999962,,1.936877173,,,1.995432157,41.73514211,26,85.74314796,43.00301064,-42.74013732,63.139,45.78996283,68.30212578,74.115,119.2956238,6564.643799,615875,0.138110348,4.347122157,-5.893610769,34.7571406,17.54000092,-4.548383925,,96.8,15.63218391,57.00371747,6.017488108,13810,59.8880597,0.176843787,0.176843787,,0,0.283608054,6564.643799,0,7.229072026,9.350000381,,NA,,-0.330248,17.00298387,73.80999756,0,0,15.01786939
Mongolia,MNG,2007,East Asia & Pacific,Lower middle income,1,4.651220979,0.678185854,55403.599,6858.327926,10.24801636,4.732978465,7.199999809,23.20669249,11.37319142,7.135987632,23.47917648,9.014912643,13.82466651,17,58.26597799,59.61444843,1.348470439,64.564,1.669597569,61.19856474,65.985,100.0196533,1332.783308,2593820,1.357140897,9.630963096,9.137236011,38.7051386,13.68000031,41.99913907,785.3,51.45,5.121702128,9.145382219,8.175086161,1564120,0,8.480238254,6.144818456,0,0.765254736,4.626948666,1332.783308,72.94927444,18.42796539,46.70000076,Presidential,Left,10,-0.6148518,37.73477586,44.74000168,0.972536192,0,26.87876305
Northern Mariana Islands,MNP,2007,East Asia & Pacific,High income,0,,,11.00040397,,-6.712564544,,,,,,,,,,61.72707889,66.84434968,5.117270789,90.716,120.0413043,,,,,55219,-1.193522777,,,,,,,,,66.9826087,,460,0,0,0,,0,,,25.04647492,,,,NA,,,0,,NA,NA,0
Mozambique,MOZ,2007,Sub-Saharan Africa,Low income,1,0.10439284,0.113743045,317678.2949,917.7953675,7.729746242,9.291051885,2.940000057,,3.91725882,,,15.48187963,6.339588968,32,35.60221567,27.43493282,-8.167282849,30.364,27.56086879,63.96001533,50.934,108.1822205,459.8281131,21673316,2.775188458,8.489486755,11.13747395,20.51163834,4.380000114,12.85662753,819.2,72.14,2.660769231,50.40425494,20.82487292,799380,99.91913411,10.18439881,0.003915273,0.001441673,10.17110236,0.010011276,459.8281131,39.4459185,23.76611914,80.47000122,,NA,5,-0.5154082,18.85596489,17.36000061,0.385668398,1.893943683,16.21541234
Mauritania,MRT,2007,Sub-Saharan Africa,Lower middle income,1,0.575953539,0.113362445,13429.1196,5080.637937,-1.969422752,1.381483962,9.569999695,,,,,25.02440697,,50,45.54089388,40.5231618,-5.017732081,43.89,3.107128165,53.85834441,61.776,97.59924316,,3202517,2.870166292,7.254108413,13.41139244,28.14386102,17.94000053,,797.7,61.32,,0.372135442,3.407829789,1030700,0,9.956089485,7.598267022,0,2.357822463,0,0,,18.43251928,39.79000092,Presidential,NA,4,-0.5787115,37.00524769,44.99000168,6.184583307,0,30.52849256
Mauritius,MUS,2007,Sub-Saharan Africa,High income,0,2.97588958,0.19960128,0,14909.17086,5.727016142,1.614918645,8.479999542,18.30861522,3.647002569,-1.946820474,15.10546176,0.13181337,37.42907113,7.5,65.00895338,55.86749787,-9.141455502,41.889,610.6551724,0.727020678,72.57073171,103.5874863,1816.671103,1239630,0.455526401,8.827292724,12.52521686,25.98516522,31.94000053,24.74395822,6555.6,104.6,282.2222222,19.43448276,3.034689818,2040,22.39350913,0.010698957,0,0,0.010698957,0,1816.671103,45.38813774,4.375986928,12.77000046,Parliamentary,Left,10,0.4382765,22.54526647,58.63000107,0,0,18.32029868
Malawi,MWI,2007,Sub-Saharan Africa,Low income,1,0.074209594,0.087595741,17520.1761,847.1826657,9.600000003,1.700000014,5.699999809,,5.171712859,,,0.038286432,4.901742509,37,33.13271994,23.31144531,-9.821274636,15.235,141.5125796,0.015936555,50.595,126.5521774,,13341806,2.797825936,7.952209909,22.68551349,23.06912807,5.889999866,20.13080725,1209,73.4,41.71866667,29.56830717,7.301704054,118480,86.78871846,8.621029804,0,0,8.588834725,0.05434929,0,63.94312407,27.51127902,80.58000183,Presidential,NA,6,-0.514421,18.07200874,14.59000015,0,0,13.81116474
Malaysia,MYS,2007,East Asia & Pacific,Upper middle income,1,6.91670063,0.353850022,250680.678,19546.98372,6.298785927,5.390988307,3.230000019,18.11882114,2.440086246,-3.174554202,14.30372284,14.39473265,8.728680616,31.5,86.29723149,106.1682749,19.87104338,68.36,81.32816923,1.584828843,73.931,97.95005798,3272.896296,26720370,1.959194058,2.027353178,1.456735347,23.40953497,28.45999908,39.59916876,3347.2,109.16,2171.757265,58.34959671,5.66366856,330800,6.656343574,11.04342298,0.024517128,1.725362543,4.929979066,0.016859692,3272.896296,79.58167785,9.98677368,14.27000046,Parliamentary,NA,3,0.1920508,44.59599603,56.81000137,6.243778078,2.074483763,8.892390864
Namibia,NAM,2007,Sub-Saharan Africa,Upper middle income,1,1.176940704,0.136891255,36561.0978,8597.632525,5.374044113,4.788661247,21.55999947,23.23640611,,7.289424847,30.90927303,0.410976144,15.38630223,99,55.81751748,50.48233743,-5.335180047,38.598,2.437189812,34.51589315,52.593,114.2814102,1606.268384,2006514,1.769704072,6.547881411,2.478529124,24.36400501,14.44999981,29.14236509,301.5,89.79,2.465,9.185120917,3.397285048,824290,97.84263959,0.951725885,0.357478596,0,0.594247289,0,1606.268384,0,8.546890728,30.40999985,,NA,6,0.3195122,32.21294673,56.63000107,0,0,10.3427788
New Caledonia,NCL,2007,East Asia & Pacific,High income,0,12.30763218,,,,,,15.26000023,,4.931533871,,,0.005007881,,,,,,65.306,13.0880744,38.6088452,76.47804878,,,239250,1.473710882,,,,21.98999977,,4029.1,77.21,267.6470588,45.87904814,,18580,22.17030114,,,,,,,85.6788214,,3.730000019,,NA,,,0,75.12000275,NA,NA,14.1355527
Niger,NER,2007,Sub-Saharan Africa,Low income,1,0.049191649,0.050469408,10970.2882,974.6825101,3.142724084,4.918470578,1.700000048,,,,,2.334818003,5.881203395,24,22.4362643,13.06653855,-9.369725752,16.234,11.59343096,47.91468914,54.968,51.37997055,39.08644225,14685399,3.756527931,0.053959261,-2.134777361,18.91377332,7.5,12.70613459,429.5,57.86,0.354907873,0.979837373,6.867589654,1267000,0.892857143,9.29014518,0.002498491,0,9.252002355,0.06215934,39.08644225,60.9706202,37.09450644,76.31999969,Assembly-Elected President,NA,6,-0.7518947,19.67498642,16.65999985,0,0,16.99362623
Nigeria,NGA,2007,Sub-Saharan Africa,Lower middle income,1,0.648277791,0.151174663,335201.39,4288.270131,6.591130361,15.32915574,,,,,,93.66630494,0.499302225,,18.10059494,21.23633657,3.135741626,40.819,160.6772039,0.404775622,49.373,93.31004333,138.9094109,146339977,2.632173264,5.388007969,9.187171228,21.24460887,10.85999966,28.01540934,1308.8,80.86,4.205054054,26.07672409,6.906087994,923770,27.09983462,13.6737028,9.23E-05,0.678740801,2.610995781,0.00037451,138.9094109,88.08548398,24.66257721,46.36999893,Presidential,NA,4,-1.053003,24.34471784,45.47999954,14.45577237,0.921712594,1.775611518
Nicaragua,NIC,2007,Latin America & Caribbean,Lower middle income,1,0.823918906,0.179090621,15276.859,4600.569832,5.075817499,0.753938895,4.889999866,14.69439365,12.77265778,0.321790727,13.86210515,0.846082875,,39,59.96129974,33.06389193,-26.89740781,56.328,46.45217716,2.186043475,71.673,123.147583,458.4928055,5590055,1.374179594,11.12693474,3.069506759,31.30412559,20.30999947,16.68550017,1860.2,81.1,31.47,37.82201263,5.393022806,130370,28.99002494,1.267883974,0.141833479,0,1.126050495,0,458.4928055,65.12969688,16.46148229,30.53000069,Presidential,Right,9,-0.7651211,20.72654253,50.08000183,0,0,22.52687207
Netherlands,NLD,2007,Europe & Central Asia,High income,0,10.83085628,0.204051825,208848.0425,53078.94832,3.772842521,0.217273595,4.150000095,36.91038002,0.866317409,0.256472374,21.59520003,8.870174846,,8,61.68241355,68.77545747,7.093043914,84.539,485.2398104,2.921898507,80.09756098,107.7290573,7157.378577,16381696,0.217521601,1.613858598,2.480558658,23.34948399,19.78000069,28.13629329,7956.8,92.84,302.1390828,10.93856635,4.386657031,41540,7.21057386,0.565774148,0,0.520115892,0.002506885,0,7157.378577,,1.817110002,3.039999962,Parliamentary,Left,10,2.169937,21.15509472,76.88999939,0.068641145,0.691434528,13.62461688
Norway,NOR,2007,Europe & Central Asia,High income,1,9.57484966,0.148985476,72404.46722,64267.0007,2.994251851,1.44625414,2.49000001,32.13869787,0.635673622,17.5396875,28.19971126,64.29264749,3.064178997,8,29.88575735,43.29847207,13.41271472,78.234,12.89317005,8.323293786,80.39512195,99.07672882,24855.00046,4709153,1.034734515,0.712589074,,27.38121832,21.18000031,39.72961689,3940.7,92.64,220.4175463,33.14304958,3.731163171,385178,99.13453626,8.536175136,0,1.433387501,0.042903825,0.025040756,24855.00046,,1.239866172,3.829999924,Parliamentary,Left,10,1.992581,37.17781627,75.95999908,7.871310079,1.897435779,4.239034197
Nepal,NPL,2007,South Asia,Lower middle income,1,0.099102169,0.047754297,31263.61,2075.251324,3.411560276,0.120143175,1.379999995,,3.187708741,,9.772473404,,16.29225618,31,31.72361014,12.85566488,-18.86794527,15.781,184.0431182,,66.26,127.2952728,87.63357914,26382581,1.204561266,2.269219244,,28.68525075,12.25,30.74492651,2200.9,71.52,1.608928571,41.21136379,8.442045255,147180,99.67765043,1.210283809,0,0,1.207725045,0.006473099,87.63357914,85.3389983,31.16441132,73.61000061,Presidential,NA,6,-0.7883176,15.87314018,15.97000027,0,0,0
Nauru,NRU,2007,East Asia & Pacific,High income,1,4.471042471,0.973019358,,4595.019036,-22.85714286,,,,,,,,,,,,,100,492.1,,,91.34615326,,9842,0.142348778,,,,,,,89.95,,,,20,0.497512438,,,,,,,,0,,,NA,,-0.3528202,0,,NA,NA,0
